Pr =,0.0100,0.0500,0.1000,0.2000,0.4000,0.6000,0.8000,1.0000
Tr,,,,,,,,
0.30,0.0029,0.0145,0.0290,0.0579,0.1158,0.1737,0.2315,0.2892
0.35,0.0026,0.0130,0.0261,0.0522,0.1043,0.1564,0.2084,0.2604
0.40,0.0024,0.0119,0.0239,0.0477,0.0953,0.1429,0.1904,0.2379
0.45,0.0022,0.0110,0.0221,0.0442,0.0882,0.1322,0.1762,0.2200
0.50,0.0021,0.0103,0.0207,0.0413,0.0825,0.1236,0.1647,0.2056
0.55,0.9804,0.0098,0.0195,0.0390,0.0778,0.1166,0.1553,0.1939
0.60,0.9849,0.0093,0.0186,0.0371,0.0741,0.1109,0.1476,0.1842
0.65,0.9881,0.9377,0.0178,0.0356,0.0710,0.1063,0.1415,0.1765
0.70,0.9904,0.9504,0.8958,0.0344,0.0687,0.1027,0.1366,0.1703
0.75,0.9922,0.9598,0.9165,0.0336,0.0670,0.1001,0.1330,0.1656
0.80,0.9935,0.9669,0.9319,0.8539,0.0661,0.0985,0.1307,0.1626
0.85,0.9946,0.9725,0.9436,0.8810,0.0661,0.0983,0.1301,0.1614
0.90,0.9954,0.9768,0.9528,0.9015,0.7800,0.1006,0.1321,0.1630
0.93,0.9959,0.9790,0.9573,0.9115,0.8059,0.6635,0.1359,0.1664
0.95,0.9961,0.9803,0.9600,0.9174,0.8206,0.6967,0.1410,0.1705
0.97,0.9963,0.9815,0.9625,0.9227,0.8338,0.7240,0.5580,0.1779
0.98,0.9965,0.9821,0.9637,0.9253,0.8398,0.7360,0.5887,0.1844
0.99,0.9966,0.9826,0.9648,0.9277,0.8455,0.7471,0.6138,0.1959
1.00,0.9967,0.9832,0.9659,0.9300,0.8509,0.7574,0.6355,0.2901
1.01,0.9968,0.9837,0.9669,0.9322,0.8561,0.7671,0.6542,0.4648
1.02,0.9969,0.9842,0.9679,0.9343,0.8610,0.7761,0.6710,0.5146
1.05,0.9971,0.9855,0.9707,0.9401,0.8743,0.8002,0.7130,0.6026
1.10,0.9975,0.9874,0.9747,0.9485,0.8930,0.8323,0.7649,0.6880
1.15,0.9978,0.9891,0.9780,0.9554,0.9081,0.8576,0.8032,0.7443
1.20,0.9981,0.9904,0.9808,0.9611,0.9205,0.8779,0.8330,0.7858
1.30,0.9985,0.9926,0.9852,0.9702,0.9396,0.9083,0.8764,0.8438
1.40,0.9988,0.9942,0.9884,0.9768,0.9534,0.9298,0.9062,0.8827
1.50,0.9991,0.9954,0.9909,0.9818,0.9636,0.9456,0.9278,0.9103
1.60,0.9993,0.9964,0.9928,0.9856,0.9714,0.9575,0.9439,0.9308
1.70,0.9994,0.9971,0.9943,0.9886,0.9775,0.9667,0.9563,0.9463
1.80,0.9995,0.9977,0.9955,0.9910,0.9823,0.9739,0.9659,0.9583
1.90,0.9996,0.9982,0.9964,0.9929,0.9861,0.9796,0.9735,0.9678
2.00,0.9997,0.9986,0.9972,0.9944,0.9892,0.9842,0.9796,0.9754
2.20,0.9998,0.9992,0.9983,0.9967,0.9937,0.9910,0.9886,0.9865
2.40,0.9999,0.9996,0.9991,0.9983,0.9969,0.9957,0.9948,0.9941
2.60,1.0000,0.9998,0.9997,0.9994,0.9991,0.9990,0.9990,0.9993
2.80,1.0000,1.0000,1.0001,1.0002,1.0007,1.0013,1.0021,1.0031
3.00,1.0000,1.0002,1.0004,1.0008,1.0018,1.0030,1.0043,1.0057
3.50,1.0001,1.0004,1.0008,1.0017,1.0035,1.0055,1.0075,1.0097
4.00,1.0001,1.0005,1.0010,1.0021,1.0043,1.0066,1.0090,1.0115
Pr =,0.0100,0.0500,0.1000,0.2000,0.4000,0.6000,0.8000,1.0000
Tr,,,,,,,,
0.30,−0.0008,−0.0040,−0.0081,−0.0161,−0.0323,−0.0484,−0.0645,−0.0806
0.35,−0.0009,−0.0046,−0.0093,−0.0185,−0.0370,−0.0554,−0.0738,−0.0921
0.40,−0.0010,−0.0048,−0.0095,−0.0190,−0.0380,−0.0570,−0.0758,−0.0946
0.45,−0.0009,−0.0047,−0.0094,−0.0187,−0.0374,−0.0560,−0.0745,−0.0929
0.50,−0.0009,−0.0045,−0.0090,−0.0181,−0.0360,−0.0539,−0.0716,−0.0893
0.55,−0.0314,−0.0043,−0.0086,−0.0172,−0.0343,−0.0513,−0.0682,−0.0849
0.60,−0.0205,−0.0041,−0.0082,−0.0164,−0.0326,−0.0487,−0.0646,−0.0803
0.65,−0.0137,−0.0772,−0.0078,−0.0156,−0.0309,−0.0461,−0.0611,−0.0759
0.70,−0.0093,−0.0507,−0.1161,−0.0148,−0.0294,−0.0438,−0.0579,−0.0718
0.75,−0.0064,−0.0339,−0.0744,−0.0143,−0.0282,−0.0417,−0.0550,−0.0681
0.80,−0.0044,−0.0228,−0.0487,−0.1160,−0.0272,−0.0401,−0.0526,−0.0648
0.85,−0.0029,−0.0152,−0.0319,−0.0715,−0.0268,−0.0391,−0.0509,−0.0622
0.90,−0.0019,−0.0099,−0.0205,−0.0442,−0.1118,−0.0396,−0.0503,−0.0604
0.93,−0.0015,−0.0075,−0.0154,−0.0326,−0.0763,−0.1662,−0.0514,−0.0602
0.95,−0.0012,−0.0062,−0.0126,−0.0262,−0.0589,−0.1110,−0.0540,−0.0607
0.97,−0.0010,−0.0050,−0.0101,−0.0208,−0.0450,−0.0770,−0.1647,−0.0623
0.98,−0.0009,−0.0044,−0.0090,−0.0184,−0.0390,−0.0641,−0.1100,−0.0641
0.99,−0.0008,−0.0039,−0.0079,−0.0161,−0.0335,−0.0531,−0.0796,−0.0680
1.00,−0.0007,−0.0034,−0.0069,−0.0140,−0.0285,−0.0435,−0.0588,−0.0879
1.01,−0.0006,−0.0030,−0.0060,−0.0120,−0.0240,−0.0351,−0.0429,−0.0223
1.02,−0.0005,−0.0026,−0.0051,−0.0102,−0.0198,−0.0277,−0.0303,−0.0062
1.05,−0.0003,−0.0015,−0.0029,−0.0054,−0.0092,−0.0097,−0.0032,0.0220
1.10,0.0000,0.0000,0.0001,0.0007,0.0038,0.0106,0.0236,0.0476
1.15,0.0002,0.0011,0.0023,0.0052,0.0127,0.0237,0.0396,0.0625
1.20,0.0004,0.0019,0.0039,0.0084,0.0190,0.0326,0.0499,0.0719
1.30,0.0006,0.0030,0.0061,0.0125,0.0267,0.0429,0.0612,0.0819
1.40,0.0007,0.0036,0.0072,0.0147,0.0306,0.0477,0.0661,0.0857
1.50,0.0008,0.0039,0.0078,0.0158,0.0323,0.0497,0.0677,0.0864
1.60,0.0008,0.0040,0.0080,0.0162,0.0330,0.0501,0.0677,0.0855
1.70,0.0008,0.0040,0.0081,0.0163,0.0329,0.0497,0.0667,0.0838
1.80,0.0008,0.0040,0.0081,0.0162,0.0325,0.0488,0.0652,0.0814
1.90,0.0008,0.0040,0.0079,0.0159,0.0318,0.0477,0.0635,0.0792
2.00,0.0008,0.0039,0.0078,0.0155,0.0310,0.0464,0.0617,0.0767
2.20,0.0007,0.0037,0.0074,0.0147,0.0293,0.0437,0.0579,0.0719
2.40,0.0007,0.0035,0.0070,0.0139,0.0276,0.0411,0.0544,0.0675
2.60,0.0007,0.0033,0.0066,0.0131,0.0260,0.0387,0.0512,0.0634
2.80,0.0006,0.0031,0.0062,0.0124,0.0245,0.0365,0.0483,0.0598
3.00,0.0006,0.0029,0.0059,0.0117,0.0232,0.0345,0.0456,0.0565
3.50,0.0005,0.0026,0.0052,0.0103,0.0204,0.0303,0.0401,0.0497
4.00,0.0005,0.0023,0.0046,0.0091,0.0182,0.0270,0.0357,0.0443
Pr =,1.0000,1.2000,1.5000,2.0000,3.0000,5.0000,7.0000,10.000
Tr,,,,,,,,
0.30,0.2892,0.3479,0.4335,0.5775,0.8648,1.4366,2.0048,2.8507
0.35,0.2604,0.3123,0.3901,0.5195,0.7775,1.2902,1.7987,2.5539
0.40,0.2379,0.2853,0.3563,0.4744,0.7095,1.1758,1.6373,2.3211
0.45,0.2200,0.2638,0.3294,0.4384,0.6551,1.0841,1.5077,2.1338
0.50,0.2056,0.2465,0.3077,0.4092,0.6110,1.0094,1.4017,1.9801
0.55,0.1939,0.2323,0.2899,0.3853,0.5747,0.9475,1.3137,1.8520
0.60,0.1842,0.2207,0.2753,0.3657,0.5446,0.8959,1.2398,1.7440
0.65,0.1765,0.2113,0.2634,0.3495,0.5197,0.8526,1.1773,1.6519
0.70,0.1703,0.2038,0.2538,0.3364,0.4991,0.8161,1.1341,1.5729
0.75,0.1656,0.1981,0.2464,0.3260,0.4823,0.7854,1.0787,1.5047
0.80,0.1626,0.1942,0.2411,0.3182,0.4690,0.7598,1.0400,1.4456
0.85,0.1614,0.1924,0.2382,0.3132,0.4591,0.7388,1.0071,1.3943
0.90,0.1630,0.1935,0.2383,0.3114,0.4527,0.7220,0.9793,1.3496
0.93,0.1664,0.1963,0.2405,0.3122,0.4507,0.7138,0.9648,1.3257
0.95,0.1705,0.1998,0.2432,0.3138,0.4501,0.7092,0.9561,1.3108
0.97,0.1779,0.2055,0.2474,0.3164,0.4504,0.7052,0.9480,1.2968
0.98,0.1844,0.2097,0.2503,0.3182,0.4508,0.7035,0.9442,1.2901
0.99,0.1959,0.2154,0.2538,0.3204,0.4514,0.7018,0.9406,1.2835
1.00,0.2901,0.2237,0.2583,0.3229,0.4522,0.7004,0.9372,1.2772
1.01,0.4648,0.2370,0.2640,0.3260,0.4533,0.6991,0.9339,1.2710
1.02,0.5146,0.2629,0.2715,0.3297,0.4547,0.6980,0.9307,1.2650
1.05,0.6026,0.4437,0.3131,0.3452,0.4604,0.6956,0.9222,1.2481
1.10,0.6880,0.5984,0.4580,0.3953,0.4770,0.6950,0.9110,1.2232
1.15,0.7443,0.6803,0.5798,0.4760,0.5042,0.6987,0.9033,1.2021
1.20,0.7858,0.7363,0.6605,0.5605,0.5425,0.7069,0.8990,1.1844
1.30,0.8438,0.8111,0.7624,0.6908,0.6344,0.7358,0.8998,1.1580
1.40,0.8827,0.8595,0.8256,0.7753,0.7202,0.7761,0.9112,1.1419
1.50,0.9103,0.8933,0.8689,0.8328,0.7887,0.8200,0.9297,1.1339
1.60,0.9308,0.9180,0.9000,0.8738,0.8410,0.8617,0.9518,1.1320
1.70,0.9463,0.9367,0.9234,0.9043,0.8809,0.8984,0.9745,1.1343
1.80,0.9583,0.9511,0.9413,0.9275,0.9118,0.9297,0.9961,1.1391
1.90,0.9678,0.9624,0.9552,0.9456,0.9359,0.9557,1.0157,1.1452
2.00,0.9754,0.9715,0.9664,0.9599,0.9550,0.9772,1.0328,1.1516
2.20,0.9856,0.9847,0.9826,0.9806,0.9827,1.0094,1.0600,1.1635
2.40,0.9941,0.9936,0.9935,0.9945,1.0011,1.0313,1.0793,1.1728
2.60,0.9993,0.9998,1.0010,1.0040,1.0137,1.0463,1.0926,1.1792
2.80,1.0031,1.0042,1.0063,1.0106,1.0223,1.0565,1.1016,1.1830
3.00,1.0057,1.0074,1.0101,1.0153,1.0284,1.0635,1.1075,1.1848
3.50,1.0097,1.0120,1.0156,1.0221,1.0368,1.0723,1.1138,1.1834
4.00,1.0115,1.0140,1.0179,1.0249,1.0401,1.0747,1.1136,1.1773
Pr =,1.0000,1.2000,1.5000,2.0000,3.0000,5.0000,7.0000,10.000
Tr,,,,,,,,
0.30,−0.0806,−0.0966,−0.1207,−0.1608,−0.2407,−0.3996,−0.5572,−0.7915
0.35,−0.0921,−0.1105,−0.1379,−0.1834,−0.2738,−0.4523,−0.6279,−0.8863
0.40,−0.0946,−0.1134,−0.1414,−0.1879,−0.2799,−0.4603,−0.6365,−0.8936
0.45,−0.0929,−0.1113,−0.1387,−0.1840,−0.2734,−0.4475,−0.6162,−0.8608
0.50,−0.0893,−0.1069,−0.1330,−0.1762,−0.2611,−0.4253,−0.5831,−0.8099
0.55,−0.0849,−0.1015,−0.1263,−0.1669,−0.2465,−0.3991,−0.5446,−0.7521
0.60,−0.0803,−0.0960,−0.1192,−0.1572,−0.2312,−0.3718,−0.5047,−0.6928
0.65,−0.0759,−0.0906,−0.1122,−0.1476,−0.2160,−0.3447,−0.4653,−0.6346
0.70,−0.0718,−0.0855,−0.1057,−0.1385,−0.2013,−0.3184,−0.4270,−0.5785
0.75,−0.0681,−0.0808,−0.0996,−0.1298,−0.1872,−0.2929,−0.3901,−0.5250
0.80,−0.0648,−0.0767,−0.0940,−0.1217,−0.1736,−0.2682,−0.3545,−0.4740
0.85,−0.0622,−0.0731,−0.0888,−0.1138,−0.1602,−0.2439,−0.3201,−0.4254
0.90,−0.0604,−0.0701,−0.0840,−0.1059,−0.1463,−0.2195,−0.2862,−0.3788
0.93,−0.0602,−0.0687,−0.0810,−0.1007,−0.1374,−0.2045,−0.2661,−0.3516
0.95,−0.0607,−0.0678,−0.0788,−0.0967,−0.1310,−0.1943,−0.2526,−0.3339
0.97,−0.0623,−0.0669,−0.0759,−0.0921,−0.1240,−0.1837,−0.2391,−0.3163
0.98,−0.0641,−0.0661,−0.0740,−0.0893,−0.1202,−0.1783,−0.2322,−0.3075
0.99,−0.0680,−0.0646,−0.0715,−0.0861,−0.1162,−0.1728,−0.2254,−0.2989
1.00,−0.0879,−0.0609,−0.0678,−0.0824,−0.1118,−0.1672,−0.2185,−0.2902
1.01,−0.0223,−0.0473,−0.0621,−0.0778,−0.1072,−0.1615,−0.2116,−0.2816
1.02,−0.0062,−0.0227,−0.0524,−0.0722,−0.1021,−0.1556,−0.2047,−0.2731
1.05,0.0220,0.1059,0.0451,−0.0432,−0.0838,−0.1370,−0.1835,−0.2476
1.10,0.0476,0.0897,0.1630,0.0698,−0.0373,−0.1021,−0.1469,−0.2056
1.15,0.0625,0.0943,0.1548,0.1667,0.0332,−0.0611,−0.1084,−0.1642
1.20,0.0719,0.0991,0.1477,0.1990,0.1095,−0.0141,−0.0678,−0.1231
1.30,0.0819,0.1048,0.1420,0.1991,0.2079,0.0875,0.0176,−0.0423
1.40,0.0857,0.1063,0.1383,0.1894,0.2397,0.1737,0.1008,0.0350
1.50,0.0854,0.1055,0.1345,0.1806,0.2433,0.2309,0.1717,0.1058
1.60,0.0855,0.1035,0.1303,0.1729,0.2381,0.2631,0.2255,0.1673
1.70,0.0838,0.1008,0.1259,0.1658,0.2305,0.2788,0.2628,0.2179
1.80,0.0816,0.0978,0.1216,0.1593,0.2224,0.2846,0.2871,0.2576
1.90,0.0792,0.0947,0.1173,0.1532,0.2144,0.2848,0.3017,0.2876
2.00,0.0767,0.0916,0.1133,0.1476,0.2069,0.2819,0.3097,0.3096
2.20,0.0719,0.0857,0.1057,0.1374,0.1932,0.2720,0.3135,0.3355
2.40,0.0675,0.0803,0.0989,0.1285,0.1812,0.2602,0.3089,0.3459
2.60,0.0634,0.0754,0.0929,0.1207,0.1706,0.2484,0.3009,0.3475
2.80,0.0598,0.0711,0.0876,0.1138,0.1613,0.2372,0.2915,0.3443
3.00,0.0535,0.0672,0.0828,0.1076,0.1529,0.2268,0.2817,0.3385
3.50,0.0497,0.0591,0.0728,0.0949,0.1356,0.2042,0.2584,0.3194
4.00,0.0443,0.0527,0.0651,0.0849,0.1219,0.1857,0.2378,0.2994
